id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
22107,27,female,2,free,nan,little,4365,43,furniture/equipment
22108,54,male,3,rent,nan,nan,14430,33,domestic appliances
22109,50,male,2,free,little,moderate,4741,59,business
22110,40,female,3,own,quite rich,moderate,11369,44,car
22111,28,male,0,free,rich,rich,3497,42,education
22112,41,female,2,rent,moderate,moderate,13976,9,education
22113,41,male,2,free,nan,rich,8548,19,domestic appliances
22114,24,female,2,own,rich,little,14387,15,radio/TV
22115,67,male,2,own,little,moderate,12224,43,car
22116,38,female,0,free,little,rich,16440,39,furniture/equipment
22117,37,male,3,rent,moderate,nan,550,8,business
22118,70,male,3,free,nan,nan,6478,25,education
22119,27,male,1,rent,quite rich,rich,15257,45,domestic appliances
22120,42,female,1,free,quite rich,nan,16693,50,business
22121,64,male,1,own,nan,little,17334,37,education
22122,53,male,2,rent,moderate,little,2730,44,domestic appliances
22123,65,male,3,rent,moderate,moderate,8040,49,car
22124,64,male,2,rent,little,nan,2422,16,furniture/equipment
22125,32,male,3,own,quite rich,moderate,16328,56,car
22126,61,female,0,own,little,rich,656,6,education
22127,57,female,3,own,quite rich,moderate,3694,31,furniture/equipment
22128,57,female,1,free,rich,little,6811,30,radio/TV
22129,67,male,0,free,rich,nan,949,48,business
22130,23,female,3,free,moderate,nan,13486,21,education
22131,54,male,1,rent,quite rich,nan,10987,44,repairs
22132,19,female,0,rent,moderate,moderate,14102,24,business
22133,29,female,0,rent,little,nan,7046,6,radio/TV
22134,21,female,0,rent,little,moderate,1019,21,domestic appliances
22135,40,male,1,own,little,little,15756,11,domestic appliances
22136,30,male,2,rent,little,nan,10019,50,furniture/equipment
22137,34,male,1,free,rich,nan,9641,9,car
22138,48,female,3,free,moderate,little,9711,47,domestic appliances
22139,33,male,2,own,quite rich,little,7755,18,radio/TV
22140,58,male,0,rent,quite rich,nan,18648,37,domestic appliances
22141,43,female,1,own,moderate,rich,15665,17,education
22142,45,female,2,own,moderate,moderate,4558,12,furniture/equipment
22143,18,male,1,free,moderate,moderate,3876,54,domestic appliances
22144,64,female,1,own,moderate,nan,9875,11,repairs
22145,29,male,3,own,little,little,14837,52,domestic appliances
22146,54,female,1,free,nan,nan,8025,10,car
22147,72,male,0,free,quite rich,nan,13800,40,domestic appliances
22148,73,male,2,rent,quite rich,rich,13549,12,business
22149,67,female,0,free,quite rich,rich,10710,49,car
22150,37,female,3,own,quite rich,nan,6790,21,business
22151,19,male,3,free,rich,nan,16840,30,furniture/equipment
22152,53,female,3,own,rich,moderate,19779,7,domestic appliances
22153,32,male,3,free,moderate,moderate,4409,17,domestic appliances
22154,55,female,2,rent,moderate,nan,4726,51,furniture/equipment
22155,39,male,3,rent,rich,nan,14263,57,repairs
22156,61,female,0,own,little,moderate,6837,45,domestic appliances
22157,67,male,1,rent,moderate,nan,4065,25,domestic appliances
22158,49,female,0,own,little,nan,9544,58,car
22159,37,male,1,free,rich,moderate,15500,25,domestic appliances
22160,53,male,2,rent,little,rich,19135,56,domestic appliances
22161,50,female,2,free,little,moderate,6170,36,radio/TV
22162,32,female,3,free,little,little,8297,11,furniture/equipment
22163,67,male,1,own,moderate,moderate,519,50,repairs
22164,63,male,1,own,little,rich,16629,53,domestic appliances
22165,20,female,3,rent,moderate,little,7579,51,repairs
22166,46,female,0,free,nan,moderate,14361,13,education
22167,64,male,0,free,little,moderate,8887,11,radio/TV
22168,44,male,0,free,nan,moderate,13495,52,domestic appliances
22169,22,male,2,rent,little,moderate,8025,19,business
22170,73,female,1,free,nan,little,4976,29,repairs
22171,48,female,2,free,rich,rich,7438,18,business
22172,39,male,1,free,nan,little,15483,16,business
22173,52,female,1,free,nan,rich,4167,36,domestic appliances
22174,71,male,3,rent,quite rich,moderate,14950,36,car
22175,24,male,2,rent,nan,nan,8498,46,business
22176,23,female,0,free,nan,rich,16067,45,car
22177,43,female,0,free,moderate,rich,1434,56,business
22178,71,female,2,rent,little,nan,12953,19,repairs
22179,18,male,3,rent,quite rich,moderate,7920,8,education
22180,36,female,1,rent,moderate,rich,2130,12,education
22181,24,female,2,own,quite rich,nan,766,23,car
22182,53,female,0,rent,little,nan,506,16,domestic appliances
22183,29,male,3,rent,nan,moderate,4101,33,business
22184,37,male,1,rent,little,little,11275,33,repairs
22185,40,male,3,free,nan,moderate,3838,28,car
22186,42,female,2,rent,quite rich,little,19511,43,radio/TV
22187,47,male,0,free,nan,rich,18419,25,repairs
22188,46,male,1,free,little,little,15873,42,repairs
22189,48,male,3,free,nan,rich,2493,20,business
22190,35,female,2,free,little,moderate,1219,7,repairs
22191,58,male,2,rent,little,nan,16746,19,education
22192,36,male,0,own,moderate,rich,5951,39,education
22193,71,male,2,free,little,nan,17030,8,domestic appliances
22194,21,female,3,rent,moderate,little,18901,21,car
22195,18,male,2,rent,rich,rich,3169,33,car
22196,58,male,2,own,moderate,nan,2165,31,business
22197,32,male,3,own,nan,rich,16884,36,car
22198,71,female,2,free,rich,rich,4479,12,domestic appliances
22199,25,female,0,own,moderate,rich,12425,59,education
22200,32,male,1,own,moderate,moderate,15880,54,radio/TV
22201,32,male,1,free,quite rich,moderate,6463,40,domestic appliances
22202,67,male,2,rent,moderate,moderate,497,42,education
22203,56,female,0,own,rich,moderate,3366,36,business
22204,39,female,2,own,nan,nan,16125,46,furniture/equipment
22205,35,female,2,rent,moderate,nan,16243,57,car
22206,33,female,2,own,nan,rich,9603,40,repairs
22207,19,male,2,free,little,rich,11383,20,furniture/equipment
22208,53,male,1,rent,moderate,moderate,13157,10,furniture/equipment
22209,37,female,2,own,nan,rich,17257,15,car
22210,33,female,2,own,little,little,14457,54,car
22211,20,female,2,free,rich,nan,16320,41,radio/TV
22212,73,male,1,free,little,moderate,6944,27,education
22213,47,female,0,rent,little,moderate,14053,11,business
22214,72,female,0,free,moderate,nan,8660,20,furniture/equipment
22215,19,female,0,own,moderate,little,13290,39,domestic appliances
22216,52,female,0,free,nan,little,8251,59,repairs
22217,43,female,0,own,little,moderate,1784,24,business
22218,74,male,3,rent,little,moderate,9248,43,business
22219,22,female,2,free,little,moderate,1175,42,repairs
22220,19,female,2,free,quite rich,moderate,10850,24,domestic appliances
22221,68,male,0,own,nan,nan,5450,36,domestic appliances
22222,73,female,3,own,moderate,rich,18894,59,domestic appliances
22223,37,female,1,rent,rich,moderate,16384,21,radio/TV
22224,51,female,3,own,little,moderate,16021,40,repairs
22225,51,male,2,rent,rich,moderate,17228,57,repairs
22226,71,female,0,rent,rich,little,14225,17,business
22227,73,male,3,rent,moderate,little,5945,21,furniture/equipment
22228,72,male,1,own,nan,nan,5617,54,business
22229,37,female,0,own,quite rich,rich,8401,42,car
22230,67,male,1,own,nan,rich,2679,23,car
22231,42,female,0,free,rich,rich,2151,14,radio/TV
22232,37,male,2,free,nan,rich,5020,25,domestic appliances
22233,42,male,0,free,quite rich,little,13160,47,repairs
22234,70,male,0,rent,quite rich,nan,4035,15,business
22235,31,female,0,free,quite rich,rich,11992,47,car
22236,64,female,0,free,rich,little,17256,11,car
22237,61,male,3,free,nan,little,14203,18,repairs
22238,60,female,3,free,moderate,moderate,18657,33,repairs
22239,60,male,3,rent,quite rich,moderate,11114,47,domestic appliances
22240,56,female,0,rent,moderate,rich,18161,27,radio/TV
22241,29,male,1,own,moderate,nan,13124,11,radio/TV
22242,65,female,3,own,rich,little,16310,49,repairs
22243,22,male,2,rent,quite rich,rich,6516,29,car
22244,19,female,3,rent,rich,rich,14079,53,car
22245,71,female,3,rent,rich,little,2671,12,business
22246,33,female,2,own,nan,nan,19613,23,car
22247,72,female,2,free,rich,moderate,18423,6,domestic appliances
22248,47,female,1,free,nan,little,19591,47,business
22249,64,male,0,rent,nan,moderate,12400,25,repairs
22250,60,male,2,own,quite rich,rich,14819,26,education
22251,55,female,1,rent,moderate,nan,10587,12,repairs
22252,62,female,0,own,quite rich,nan,8188,24,education
22253,68,male,2,free,nan,moderate,12565,13,domestic appliances
22254,59,female,1,free,little,moderate,1566,37,education
22255,41,female,1,rent,moderate,moderate,18812,39,furniture/equipment
22256,68,female,3,free,moderate,nan,19061,32,domestic appliances
22257,47,female,2,rent,little,nan,4734,43,business
22258,54,male,0,own,quite rich,nan,19179,19,education
22259,74,female,1,rent,little,moderate,19215,24,radio/TV
22260,70,male,3,own,little,nan,10719,37,business
22261,56,male,1,rent,quite rich,little,12005,33,furniture/equipment
22262,28,male,0,rent,little,rich,18960,24,business
22263,31,male,1,own,little,nan,1947,32,car
22264,40,female,3,free,nan,nan,16656,22,business
22265,70,male,0,own,rich,moderate,2957,15,repairs
22266,33,female,2,rent,quite rich,nan,12922,30,business
22267,67,female,3,free,nan,nan,14799,26,repairs
22268,38,male,0,own,quite rich,little,7651,41,furniture/equipment
22269,72,male,1,own,little,nan,13033,40,education
22270,72,female,3,free,nan,moderate,16068,43,business
22271,21,female,0,free,moderate,nan,9768,57,repairs
22272,50,male,0,own,moderate,nan,12505,26,furniture/equipment
22273,71,male,3,own,little,little,2997,13,furniture/equipment
22274,64,female,0,rent,moderate,nan,10649,40,domestic appliances
22275,31,male,0,own,little,little,2904,23,domestic appliances
22276,36,male,1,free,rich,nan,15657,23,radio/TV
22277,22,female,2,own,nan,moderate,5354,54,car
22278,53,female,2,free,quite rich,nan,15486,43,car
22279,48,female,3,rent,rich,moderate,1271,17,car
22280,62,female,3,free,little,rich,593,56,education
22281,35,female,0,free,moderate,nan,18057,17,domestic appliances
22282,61,female,2,free,quite rich,nan,15316,27,repairs
22283,48,male,1,own,nan,rich,10922,25,education
22284,72,female,1,own,little,moderate,19165,45,business
22285,47,female,2,own,nan,moderate,17902,15,furniture/equipment
22286,38,female,3,free,quite rich,little,362,29,repairs
22287,64,male,2,own,nan,moderate,15153,39,education
22288,47,male,3,own,moderate,nan,4548,25,repairs
22289,72,female,1,free,quite rich,rich,18563,8,domestic appliances
22290,58,female,0,free,quite rich,little,8270,45,education
22291,21,male,0,own,little,rich,12044,39,repairs
22292,22,male,1,own,rich,nan,10895,11,education
22293,58,female,2,own,moderate,moderate,14629,27,radio/TV
22294,62,male,2,rent,little,rich,5013,27,car
22295,27,male,2,own,quite rich,moderate,18271,41,domestic appliances
22296,44,male,2,free,moderate,rich,7261,9,domestic appliances
22297,33,female,2,own,quite rich,moderate,11302,9,business
22298,47,male,3,rent,quite rich,nan,7292,32,education
22299,30,male,2,rent,little,little,12242,44,education
22300,53,female,2,rent,moderate,little,5513,38,business
22301,38,male,2,own,nan,little,5070,36,business
22302,62,male,0,free,quite rich,nan,5606,46,domestic appliances
22303,70,male,0,free,quite rich,nan,2103,56,car
22304,57,female,2,own,little,rich,19892,53,radio/TV
22305,62,female,2,own,nan,nan,19122,18,business
22306,32,female,3,own,moderate,little,12580,49,radio/TV
22307,37,male,0,own,nan,rich,2900,35,furniture/equipment
22308,37,male,1,free,moderate,rich,11687,36,education
22309,62,male,0,rent,moderate,nan,5912,21,education
22310,72,female,2,rent,nan,rich,8053,16,education
22311,22,female,0,free,little,rich,2736,53,education
22312,71,male,2,own,nan,little,4127,44,car
22313,71,female,0,own,little,moderate,15622,10,domestic appliances
22314,49,female,0,free,little,little,19654,38,business
22315,23,male,0,free,nan,rich,18127,27,radio/TV
22316,47,male,2,rent,quite rich,nan,9012,27,furniture/equipment
22317,43,female,1,free,rich,moderate,3655,15,education
22318,54,female,2,own,little,nan,13244,18,car
22319,30,female,1,free,little,rich,3187,6,car
22320,46,male,1,free,moderate,little,14216,9,domestic appliances
22321,22,female,1,free,quite rich,rich,4973,49,car
22322,42,male,1,own,moderate,rich,19144,30,car
22323,30,female,1,own,nan,moderate,5543,47,repairs
22324,41,female,3,rent,quite rich,rich,10354,30,radio/TV
22325,48,male,1,free,nan,moderate,1257,28,radio/TV
22326,37,male,3,own,nan,rich,6892,32,car
22327,72,female,2,rent,quite rich,little,19165,52,car
22328,25,female,2,own,nan,moderate,18146,15,car
22329,26,male,3,rent,nan,rich,10562,27,domestic appliances
22330,38,female,0,free,rich,little,6765,14,radio/TV
22331,68,male,1,rent,quite rich,nan,12808,56,domestic appliances
22332,37,male,3,free,rich,nan,9428,15,furniture/equipment
22333,32,female,2,free,nan,moderate,5621,12,furniture/equipment
22334,43,male,2,free,quite rich,little,6070,34,repairs
22335,71,male,2,free,rich,nan,19027,20,business
22336,59,female,2,rent,little,moderate,9166,14,furniture/equipment
22337,28,female,3,rent,quite rich,little,18978,27,domestic appliances
22338,54,female,0,own,nan,moderate,5647,27,radio/TV
22339,58,female,2,rent,nan,rich,2237,19,business
22340,28,female,0,free,quite rich,rich,9916,16,education
22341,44,female,1,own,quite rich,little,9878,14,repairs
22342,47,female,0,rent,little,nan,11476,47,repairs
22343,36,female,2,free,rich,rich,15244,24,education
22344,51,female,3,own,nan,rich,451,51,education
22345,55,male,1,rent,rich,rich,12422,58,business
22346,40,female,3,own,little,nan,6415,7,domestic appliances
22347,70,male,3,rent,nan,rich,15547,47,education
22348,18,female,0,rent,quite rich,little,7771,20,furniture/equipment
22349,20,female,0,own,nan,nan,17916,15,furniture/equipment
22350,20,male,0,own,nan,nan,7538,19,car
22351,45,male,2,own,moderate,moderate,7727,59,repairs
22352,31,male,1,free,moderate,moderate,10846,29,education
22353,69,male,0,free,little,nan,19766,44,car
22354,47,female,2,own,moderate,little,12727,51,domestic appliances
22355,71,female,3,rent,quite rich,moderate,5935,54,business
22356,22,female,1,own,little,moderate,10483,9,radio/TV
22357,66,female,3,free,rich,rich,14691,25,furniture/equipment
22358,32,female,0,own,rich,rich,15108,28,education
22359,55,female,1,own,nan,little,2303,48,education
22360,31,male,2,free,nan,moderate,6865,18,repairs
22361,31,female,1,rent,rich,little,19537,25,car
22362,74,male,1,rent,quite rich,little,19331,43,business
22363,66,female,1,free,moderate,moderate,6740,48,domestic appliances
22364,25,female,0,free,nan,nan,7441,32,business
22365,25,male,3,own,little,moderate,19135,35,business
22366,36,female,3,rent,rich,nan,4957,24,car
22367,49,female,0,rent,moderate,rich,14117,35,business
22368,48,male,0,free,nan,moderate,15395,32,business
22369,46,male,3,rent,quite rich,moderate,3155,7,business
22370,58,female,0,free,moderate,nan,10458,40,car
22371,28,male,0,rent,quite rich,little,4245,51,education
22372,62,male,0,rent,little,nan,1854,45,car
22373,30,male,0,free,quite rich,moderate,12401,56,education
22374,44,female,3,own,rich,moderate,7385,57,radio/TV
22375,73,male,2,own,rich,nan,6053,19,business
22376,36,female,2,rent,nan,moderate,7508,8,furniture/equipment
22377,43,male,3,own,moderate,little,17038,38,domestic appliances
22378,70,male,1,rent,nan,rich,4367,58,domestic appliances
22379,68,male,1,own,little,moderate,19248,56,domestic appliances
22380,54,male,2,own,nan,rich,6662,43,radio/TV
22381,65,female,3,rent,quite rich,nan,4541,7,radio/TV
22382,26,female,2,own,moderate,rich,19310,45,domestic appliances
22383,45,female,1,free,rich,nan,14150,6,car
22384,49,male,2,own,rich,nan,19349,35,radio/TV
22385,69,male,2,rent,nan,little,3148,22,domestic appliances
22386,71,male,2,own,moderate,little,18576,52,radio/TV
22387,20,female,1,free,rich,rich,9404,15,business
22388,68,male,1,free,rich,little,6165,37,domestic appliances
22389,49,male,3,own,little,rich,13965,57,furniture/equipment
22390,22,female,0,rent,rich,nan,5079,55,car
22391,25,male,1,free,quite rich,moderate,1069,39,business
22392,31,female,0,free,nan,nan,3454,21,car
22393,73,female,2,rent,moderate,little,14347,18,radio/TV
22394,20,female,0,free,quite rich,moderate,5061,31,education
22395,41,male,3,free,little,moderate,6975,44,business
22396,30,male,2,free,little,little,4109,16,furniture/equipment
22397,60,male,3,rent,little,nan,1465,30,business
22398,46,female,0,free,quite rich,moderate,13420,40,radio/TV
22399,25,male,2,rent,moderate,nan,4269,53,furniture/equipment
22400,68,female,1,free,moderate,rich,3920,50,education
22401,59,female,0,free,quite rich,rich,5767,29,car
22402,48,male,0,free,little,moderate,11644,12,car
22403,43,male,2,rent,moderate,rich,11675,53,domestic appliances
22404,35,female,2,free,quite rich,moderate,5430,34,repairs
22405,35,female,3,own,rich,nan,11704,28,radio/TV
22406,74,male,1,rent,moderate,moderate,18289,20,furniture/equipment
22407,24,male,0,rent,nan,nan,597,21,car
22408,65,female,1,own,little,little,523,59,car
22409,55,female,1,own,rich,nan,2528,31,radio/TV
22410,65,male,1,free,little,moderate,2410,44,domestic appliances
22411,33,female,2,rent,rich,nan,17103,59,furniture/equipment
22412,72,male,1,rent,moderate,nan,504,59,car
22413,73,male,3,own,rich,nan,15334,22,furniture/equipment
22414,50,female,1,own,nan,rich,1441,47,business
22415,73,female,2,own,moderate,little,7729,32,radio/TV
22416,68,male,2,own,little,nan,1546,16,radio/TV
22417,20,female,1,free,moderate,nan,436,56,repairs
22418,55,male,3,own,little,rich,4528,30,domestic appliances
22419,21,female,0,rent,rich,nan,736,39,car
22420,53,female,0,own,nan,rich,15038,26,domestic appliances
22421,21,female,3,free,quite rich,rich,11023,33,business
22422,59,female,2,rent,rich,rich,2935,44,radio/TV
22423,26,male,1,own,moderate,little,12745,37,furniture/equipment
22424,57,male,0,free,rich,little,3686,8,business
22425,68,male,0,rent,moderate,little,10932,8,business
22426,34,female,1,free,rich,rich,1575,45,domestic appliances
22427,34,male,0,own,rich,little,935,44,repairs
22428,50,female,0,rent,nan,rich,13743,26,domestic appliances
22429,37,female,2,rent,moderate,rich,16731,38,radio/TV
22430,31,male,0,rent,nan,nan,14662,6,education
22431,39,male,0,free,rich,nan,16750,52,repairs
22432,69,female,2,rent,rich,rich,16758,18,repairs
22433,44,female,0,own,moderate,little,8286,50,repairs
22434,60,female,2,own,nan,rich,1039,24,car
22435,20,female,1,free,quite rich,moderate,8846,25,radio/TV
22436,41,female,0,free,nan,nan,1399,50,business
22437,47,female,0,rent,rich,rich,3865,50,education
22438,25,male,3,own,little,moderate,7182,43,repairs
22439,39,male,3,rent,nan,rich,2345,55,business
22440,42,female,3,free,quite rich,nan,13211,11,domestic appliances
22441,27,male,2,own,little,rich,7114,30,education
22442,66,male,0,rent,nan,little,18470,20,domestic appliances
22443,46,male,0,own,little,little,3252,16,domestic appliances
22444,57,male,3,own,rich,moderate,10804,42,radio/TV
22445,71,male,2,free,rich,rich,4021,59,domestic appliances
22446,18,male,3,rent,quite rich,nan,7073,15,repairs
22447,69,male,0,free,moderate,little,337,33,radio/TV
22448,38,male,2,own,little,nan,17249,30,business
22449,56,female,3,free,quite rich,rich,16123,21,business
22450,41,male,0,free,nan,nan,18698,29,domestic appliances
22451,26,female,3,rent,rich,nan,14616,48,radio/TV
22452,61,male,1,rent,nan,rich,19062,49,education
22453,71,female,2,rent,moderate,little,18686,39,repairs
22454,43,female,1,own,little,little,1712,19,education
22455,26,male,1,own,quite rich,nan,5824,28,repairs
22456,37,female,2,rent,moderate,moderate,10942,9,education
22457,73,male,1,own,little,nan,19117,59,repairs
22458,52,male,3,own,rich,rich,16712,34,domestic appliances
22459,53,male,0,rent,moderate,rich,6658,45,repairs
22460,59,male,2,own,nan,rich,1398,24,business
22461,53,female,3,free,quite rich,moderate,1570,11,repairs
22462,71,male,0,rent,quite rich,nan,893,48,education
22463,26,female,1,free,quite rich,moderate,17889,29,education
22464,39,female,2,free,moderate,moderate,17644,17,car
22465,18,male,1,free,moderate,rich,5543,36,furniture/equipment
22466,22,female,0,free,rich,rich,1912,58,furniture/equipment
22467,26,female,2,free,moderate,nan,7865,13,repairs
22468,54,female,3,rent,nan,moderate,9340,51,repairs
22469,55,male,1,own,nan,nan,9511,9,repairs
22470,36,female,3,own,nan,little,6354,14,car
22471,25,male,3,rent,rich,nan,2558,23,furniture/equipment
22472,59,male,3,own,little,nan,15413,50,repairs
22473,60,male,2,own,quite rich,moderate,3198,40,furniture/equipment
22474,49,male,1,own,little,moderate,10022,40,education
22475,30,female,3,own,nan,rich,10387,40,car
22476,37,female,0,free,moderate,nan,18170,37,repairs
22477,53,female,2,own,quite rich,nan,16183,26,radio/TV
22478,60,male,3,own,rich,moderate,18696,26,car
22479,61,male,3,own,moderate,little,6723,17,radio/TV
22480,54,male,1,free,little,moderate,4185,58,domestic appliances
22481,47,female,3,own,little,moderate,18840,35,business
22482,27,male,3,rent,nan,rich,329,59,business
22483,48,female,3,own,rich,little,18624,37,education
22484,42,female,1,rent,nan,rich,3451,26,domestic appliances
22485,46,male,3,free,rich,rich,14300,39,education
22486,41,male,0,free,rich,nan,6389,54,education
22487,56,female,2,own,quite rich,moderate,19171,7,car
22488,38,female,3,own,rich,nan,11978,45,furniture/equipment
22489,58,male,1,own,little,little,5746,10,repairs
22490,26,male,0,own,little,moderate,9975,49,education
22491,59,male,2,free,little,rich,1121,14,education
22492,59,male,1,own,little,moderate,13186,43,domestic appliances
22493,19,female,1,own,moderate,moderate,3924,57,repairs
22494,21,male,2,own,quite rich,nan,4975,34,education
22495,25,female,2,own,nan,little,7387,42,education
22496,49,male,1,own,nan,nan,11401,49,repairs
22497,31,male,0,free,moderate,rich,16500,29,domestic appliances
22498,66,female,0,free,nan,little,2581,18,furniture/equipment
22499,30,male,0,own,moderate,rich,1311,18,domestic appliances
22500,38,female,2,own,nan,nan,6975,40,education
22501,41,male,3,rent,nan,rich,7097,16,domestic appliances
22502,67,female,1,rent,quite rich,rich,2020,56,business
22503,35,female,0,own,rich,rich,19818,51,domestic appliances
22504,62,female,3,own,rich,rich,3205,33,repairs
22505,57,male,2,rent,moderate,little,4021,43,furniture/equipment
22506,43,female,1,rent,little,little,13819,21,education
22507,49,female,3,own,quite rich,little,16199,29,repairs
22508,61,male,1,free,little,little,10931,23,business
22509,74,female,2,free,quite rich,little,5508,58,domestic appliances
22510,72,female,2,free,little,little,15157,11,car
22511,73,male,0,rent,moderate,rich,5667,6,furniture/equipment
22512,70,male,1,rent,moderate,little,16041,31,repairs
22513,50,male,1,own,quite rich,nan,6833,33,car
22514,69,female,3,own,nan,little,18856,35,car
22515,48,female,1,own,quite rich,nan,1445,6,repairs
22516,35,female,1,own,moderate,moderate,10679,52,business
22517,52,male,3,free,rich,little,2838,42,car
22518,29,male,0,rent,nan,nan,16351,35,domestic appliances
22519,68,female,1,rent,little,little,4153,48,education
22520,42,female,3,rent,nan,little,17239,17,car
22521,62,male,2,rent,quite rich,moderate,3692,7,radio/TV
22522,48,female,0,free,rich,nan,15411,7,repairs
22523,27,female,3,own,quite rich,little,9811,44,furniture/equipment
22524,64,male,1,rent,nan,rich,5918,32,car
22525,69,female,0,rent,rich,nan,17422,25,repairs
22526,51,male,0,rent,little,nan,5697,33,radio/TV
22527,68,female,0,own,quite rich,nan,891,58,radio/TV
22528,20,female,2,rent,little,little,14220,54,repairs
22529,63,female,3,own,nan,nan,9241,16,education
22530,56,female,0,free,quite rich,moderate,1520,50,repairs
22531,25,male,1,rent,quite rich,rich,14426,50,repairs
22532,49,male,1,own,quite rich,rich,2794,12,domestic appliances
22533,60,female,1,own,rich,little,18256,57,business
22534,46,female,0,rent,quite rich,rich,11303,43,furniture/equipment
22535,39,female,1,rent,rich,little,7071,44,furniture/equipment
22536,37,male,0,own,moderate,little,5159,17,car
22537,23,female,3,rent,quite rich,little,8344,45,car
22538,60,male,0,free,moderate,rich,5635,51,radio/TV
22539,66,male,0,own,little,rich,18869,45,business
22540,46,female,3,own,nan,moderate,5373,15,repairs
22541,59,male,1,rent,quite rich,nan,7226,34,furniture/equipment
22542,73,male,0,own,little,moderate,9010,54,business
22543,34,male,3,rent,moderate,nan,683,22,domestic appliances
22544,48,male,2,rent,rich,little,14906,53,car
22545,70,male,3,rent,rich,moderate,19638,30,furniture/equipment
22546,51,male,2,own,moderate,nan,8414,7,furniture/equipment
22547,55,male,3,rent,little,nan,2890,46,radio/TV
22548,74,male,0,rent,quite rich,nan,15521,41,business
22549,54,male,1,rent,little,moderate,19754,23,furniture/equipment
22550,21,male,0,rent,rich,little,10545,8,domestic appliances
22551,19,male,0,rent,quite rich,little,2001,50,business
22552,29,female,2,own,moderate,moderate,2806,7,business
22553,52,male,1,rent,moderate,little,19605,39,furniture/equipment
22554,23,female,1,free,nan,rich,18650,26,radio/TV
22555,73,female,0,free,moderate,little,3020,41,radio/TV
22556,63,female,3,free,nan,moderate,8279,57,business
22557,25,female,3,own,moderate,nan,15278,30,repairs
22558,38,male,1,own,rich,rich,4512,47,furniture/equipment
22559,70,male,0,own,rich,rich,11958,21,business
22560,63,male,0,own,nan,little,12298,59,domestic appliances
22561,52,female,2,rent,quite rich,little,524,46,business
22562,65,male,1,free,nan,nan,11279,59,repairs
22563,32,female,3,free,little,nan,4288,13,business
22564,24,female,3,rent,little,moderate,15764,58,repairs
22565,32,female,1,own,nan,rich,2487,18,repairs
22566,62,female,2,rent,nan,rich,4012,29,car
22567,23,male,3,free,quite rich,moderate,2951,37,domestic appliances
22568,64,female,1,own,moderate,moderate,1957,56,business
22569,34,male,0,rent,rich,rich,17674,43,business
22570,21,male,1,free,moderate,nan,2379,20,business
22571,39,female,1,free,nan,nan,560,46,furniture/equipment
22572,49,male,1,own,rich,moderate,12672,44,radio/TV
22573,39,female,0,free,rich,rich,1056,43,radio/TV
22574,44,female,1,free,nan,rich,6034,58,furniture/equipment
22575,63,male,0,rent,rich,moderate,5628,50,radio/TV
22576,32,male,3,free,moderate,nan,6247,17,radio/TV
22577,61,male,2,rent,rich,rich,13628,33,domestic appliances
22578,68,male,0,free,moderate,moderate,18219,43,repairs
22579,39,male,2,own,moderate,nan,8749,33,education
22580,45,female,2,rent,little,moderate,2398,20,repairs
22581,59,male,3,free,rich,moderate,7271,59,radio/TV
22582,55,male,0,own,nan,nan,18952,34,repairs
22583,74,female,3,free,quite rich,moderate,19377,27,radio/TV
22584,26,female,0,rent,little,little,12699,49,radio/TV
22585,51,female,2,own,moderate,moderate,3283,30,car
22586,53,male,2,own,little,little,17987,25,radio/TV
22587,26,female,1,free,little,little,1214,44,education
22588,32,female,0,rent,quite rich,moderate,4352,16,business
22589,62,female,2,rent,nan,rich,16944,55,radio/TV
22590,37,male,0,rent,quite rich,little,2035,22,repairs
22591,25,male,3,rent,moderate,rich,19593,9,business
22592,45,female,3,own,nan,rich,15304,54,radio/TV
22593,68,male,0,rent,nan,little,2016,53,business
22594,36,male,2,free,little,rich,10334,21,domestic appliances
22595,74,male,3,rent,little,nan,2747,15,education
22596,33,female,2,own,rich,little,338,43,business
22597,28,female,0,free,nan,rich,6167,49,business
22598,59,female,1,own,quite rich,nan,6533,15,car
22599,25,female,2,rent,quite rich,moderate,16592,34,domestic appliances
22600,50,female,3,own,little,little,13018,11,business
22601,27,male,0,rent,rich,moderate,12099,45,business
22602,35,male,1,free,nan,nan,11173,39,domestic appliances
22603,52,female,3,free,little,rich,15823,53,repairs
22604,60,male,0,rent,nan,nan,9879,31,car
22605,67,female,0,rent,little,moderate,18471,11,business
22606,20,male,2,rent,rich,nan,5115,31,radio/TV
22607,57,male,1,own,nan,little,6619,31,domestic appliances
22608,44,female,0,own,little,moderate,9291,44,business
22609,45,female,1,free,rich,nan,7229,46,car
22610,63,male,1,free,moderate,moderate,17957,19,furniture/equipment
22611,23,male,2,rent,quite rich,nan,14494,39,repairs
22612,64,female,0,free,rich,moderate,6672,48,radio/TV
22613,31,male,0,free,rich,moderate,12763,49,domestic appliances
22614,24,female,2,rent,nan,nan,14137,51,domestic appliances
22615,27,female,2,own,nan,nan,8206,47,car
22616,32,female,0,own,moderate,nan,7134,43,car
22617,48,male,2,rent,quite rich,nan,10504,46,furniture/equipment
22618,46,female,0,rent,quite rich,moderate,13014,41,domestic appliances
22619,59,female,3,free,rich,rich,7749,47,furniture/equipment
22620,71,female,1,free,quite rich,little,7462,38,education
22621,34,female,1,free,moderate,little,8264,17,domestic appliances
22622,68,male,2,own,little,little,16801,25,car
