id,Age,Sex,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Default,Loan Eligibility
22208.0,53.0,male,rent,moderate,moderate,13157.0,10.0,furniture/equipment,0,Yes
22209.0,37.0,female,own,moderate,rich,17257.0,15.0,car,0,Yes
22210.0,33.0,female,own,little,little,14457.0,54.0,car,1,No
22211.0,20.0,female,free,rich,moderate,16320.0,41.0,radio/TV,0,Yes
22212.0,73.0,male,free,little,moderate,6944.0,27.0,education,1,No
22213.0,47.0,female,rent,little,moderate,14053.0,11.0,business,0,Yes
22214.0,72.0,female,free,moderate,moderate,8660.0,20.0,furniture/equipment,0,Yes
22215.0,19.0,female,own,moderate,little,13290.0,39.0,domestic appliances,0,Yes
22216.0,52.0,female,free,moderate,little,8251.0,59.0,repairs,1,No
22217.0,43.0,female,own,little,moderate,1784.0,24.0,business,0,Yes
22218.0,74.0,male,rent,little,moderate,9248.0,43.0,business,0,Yes
22219.0,22.0,female,free,little,moderate,1175.0,42.0,repairs,0,Yes
22220.0,19.0,female,free,quite rich,moderate,10850.0,24.0,domestic appliances,0,Yes
22221.0,68.0,male,own,moderate,moderate,5450.0,36.0,domestic appliances,0,Yes
22222.0,73.0,female,own,moderate,rich,18894.0,59.0,domestic appliances,1,No
22223.0,37.0,female,rent,rich,moderate,16384.0,21.0,radio/TV,0,Yes
22224.0,51.0,female,own,little,moderate,16021.0,40.0,repairs,1,No
22225.0,51.0,male,rent,rich,moderate,17228.0,57.0,repairs,0,Yes
22226.0,71.0,female,rent,rich,little,14225.0,17.0,business,0,Yes
22227.0,73.0,male,rent,moderate,little,5945.0,21.0,furniture/equipment,1,No
22228.0,72.0,male,own,moderate,moderate,5617.0,54.0,business,0,Yes
22229.0,37.0,female,own,quite rich,rich,8401.0,42.0,car,1,No
22230.0,67.0,male,own,moderate,rich,2679.0,23.0,car,0,Yes
22231.0,42.0,female,free,rich,rich,2151.0,14.0,radio/TV,0,Yes
22232.0,37.0,male,free,moderate,rich,5020.0,25.0,domestic appliances,0,Yes
22233.0,42.0,male,free,quite rich,little,13160.0,47.0,repairs,0,Yes
22234.0,70.0,male,rent,quite rich,moderate,4035.0,15.0,business,0,Yes
22235.0,31.0,female,free,quite rich,rich,11992.0,47.0,car,0,Yes
22236.0,64.0,female,free,rich,little,17256.0,11.0,car,0,Yes
22237.0,61.0,male,free,moderate,little,14203.0,18.0,repairs,0,Yes
22238.0,60.0,female,free,moderate,moderate,18657.0,33.0,repairs,0,Yes
22239.0,60.0,male,rent,quite rich,moderate,11114.0,47.0,domestic appliances,1,No
22240.0,56.0,female,rent,moderate,rich,18161.0,27.0,radio/TV,0,Yes
22241.0,29.0,male,own,moderate,moderate,13124.0,11.0,radio/TV,0,Yes
22242.0,65.0,female,own,rich,little,16310.0,49.0,repairs,0,Yes
22243.0,22.0,male,rent,quite rich,rich,6516.0,29.0,car,0,Yes
22244.0,19.0,female,rent,rich,rich,14079.0,53.0,car,0,Yes
22245.0,71.0,female,rent,rich,little,2671.0,12.0,business,1,No
22246.0,33.0,female,own,moderate,moderate,19613.0,23.0,car,0,Yes
22247.0,72.0,female,free,rich,moderate,18423.0,6.0,domestic appliances,0,Yes
22248.0,47.0,female,free,moderate,little,19591.0,47.0,business,0,Yes
22249.0,64.0,male,rent,moderate,moderate,12400.0,25.0,repairs,1,No
22250.0,60.0,male,own,quite rich,rich,14819.0,26.0,education,0,Yes
22251.0,55.0,female,rent,moderate,moderate,10587.0,12.0,repairs,1,No
22252.0,62.0,female,own,quite rich,moderate,8188.0,24.0,education,0,Yes
22253.0,68.0,male,free,moderate,moderate,12565.0,13.0,domestic appliances,0,Yes
22254.0,59.0,female,free,little,moderate,1566.0,37.0,education,1,No
22255.0,41.0,female,rent,moderate,moderate,18812.0,39.0,furniture/equipment,1,No
22256.0,68.0,female,free,moderate,moderate,19061.0,32.0,domestic appliances,0,Yes
22257.0,47.0,female,rent,little,moderate,4734.0,43.0,business,1,No
22258.0,54.0,male,own,quite rich,moderate,19179.0,19.0,education,1,No
22259.0,74.0,female,rent,little,moderate,19215.0,24.0,radio/TV,0,Yes
22260.0,70.0,male,own,little,moderate,10719.0,37.0,business,0,Yes
22261.0,56.0,male,rent,quite rich,little,12005.0,33.0,furniture/equipment,0,Yes
22262.0,28.0,male,rent,little,rich,18960.0,24.0,business,1,No
22263.0,31.0,male,own,little,moderate,1947.0,32.0,car,1,No
22264.0,40.0,female,free,moderate,moderate,16656.0,22.0,business,0,Yes
22265.0,70.0,male,own,rich,moderate,2957.0,15.0,repairs,0,Yes
22266.0,33.0,female,rent,quite rich,moderate,12922.0,30.0,business,0,Yes
22267.0,67.0,female,free,moderate,moderate,14799.0,26.0,repairs,0,Yes
22268.0,38.0,male,own,quite rich,little,7651.0,41.0,furniture/equipment,1,No
22269.0,72.0,male,own,little,moderate,13033.0,40.0,education,1,No
22270.0,72.0,female,free,moderate,moderate,16068.0,43.0,business,0,Yes
22271.0,21.0,female,free,moderate,moderate,9768.0,57.0,repairs,0,Yes
22272.0,50.0,male,own,moderate,moderate,12505.0,26.0,furniture/equipment,0,Yes
22273.0,71.0,male,own,little,little,2997.0,13.0,furniture/equipment,0,Yes
22274.0,64.0,female,rent,moderate,moderate,10649.0,40.0,domestic appliances,0,Yes
22275.0,31.0,male,own,little,little,2904.0,23.0,domestic appliances,1,No
22276.0,36.0,male,free,rich,moderate,15657.0,23.0,radio/TV,0,Yes
22277.0,22.0,female,own,moderate,moderate,5354.0,54.0,car,0,Yes
22278.0,53.0,female,free,quite rich,moderate,15486.0,43.0,car,0,Yes
22279.0,48.0,female,rent,rich,moderate,1271.0,17.0,car,0,Yes
22280.0,62.0,female,free,little,rich,593.0,56.0,education,0,Yes
22281.0,35.0,female,free,moderate,moderate,18057.0,17.0,domestic appliances,0,Yes
22282.0,61.0,female,free,quite rich,moderate,15316.0,27.0,repairs,0,Yes
22283.0,48.0,male,own,moderate,rich,10922.0,25.0,education,0,Yes
22284.0,72.0,female,own,little,moderate,19165.0,45.0,business,0,Yes
22285.0,47.0,female,own,moderate,moderate,17902.0,15.0,furniture/equipment,0,Yes
22286.0,38.0,female,free,quite rich,little,362.0,29.0,repairs,0,Yes
22287.0,64.0,male,own,moderate,moderate,15153.0,39.0,education,0,Yes
22288.0,47.0,male,own,moderate,moderate,4548.0,25.0,repairs,0,Yes
22289.0,72.0,female,free,quite rich,rich,18563.0,8.0,domestic appliances,0,Yes
22290.0,58.0,female,free,quite rich,little,8270.0,45.0,education,1,No
22291.0,21.0,male,own,little,rich,12044.0,39.0,repairs,0,Yes
22292.0,22.0,male,own,rich,moderate,10895.0,11.0,education,0,Yes
22293.0,58.0,female,own,moderate,moderate,14629.0,27.0,radio/TV,1,No
22294.0,62.0,male,rent,little,rich,5013.0,27.0,car,1,No
22295.0,27.0,male,own,quite rich,moderate,18271.0,41.0,domestic appliances,1,No
22296.0,44.0,male,free,moderate,rich,7261.0,9.0,domestic appliances,0,Yes
22297.0,33.0,female,own,quite rich,moderate,11302.0,9.0,business,0,Yes
22298.0,47.0,male,rent,quite rich,moderate,7292.0,32.0,education,0,Yes
22299.0,30.0,male,rent,little,little,12242.0,44.0,education,1,No
22300.0,53.0,female,rent,moderate,little,5513.0,38.0,business,1,No
22301.0,38.0,male,own,moderate,little,5070.0,36.0,business,0,Yes
22302.0,62.0,male,free,quite rich,moderate,5606.0,46.0,domestic appliances,0,Yes
22303.0,70.0,male,free,quite rich,moderate,2103.0,56.0,car,0,Yes
22304.0,57.0,female,own,little,rich,19892.0,53.0,radio/TV,1,No
22305.0,62.0,female,own,moderate,moderate,19122.0,18.0,business,0,Yes
22306.0,32.0,female,own,moderate,little,12580.0,49.0,radio/TV,0,Yes
22307.0,37.0,male,own,moderate,rich,2900.0,35.0,furniture/equipment,1,No
22308.0,37.0,male,free,moderate,rich,11687.0,36.0,education,0,Yes
22309.0,62.0,male,rent,moderate,moderate,5912.0,21.0,education,0,Yes
22310.0,72.0,female,rent,moderate,rich,8053.0,16.0,education,0,Yes
22311.0,22.0,female,free,little,rich,2736.0,53.0,education,0,Yes
22312.0,71.0,male,own,moderate,little,4127.0,44.0,car,1,No
22313.0,71.0,female,own,little,moderate,15622.0,10.0,domestic appliances,0,Yes
22314.0,49.0,female,free,little,little,19654.0,38.0,business,0,Yes
22315.0,23.0,male,free,moderate,rich,18127.0,27.0,radio/TV,1,No
22316.0,47.0,male,rent,quite rich,moderate,9012.0,27.0,furniture/equipment,0,Yes
22317.0,43.0,female,free,rich,moderate,3655.0,15.0,education,0,Yes
22318.0,54.0,female,own,little,moderate,13244.0,18.0,car,0,Yes
22319.0,30.0,female,free,little,rich,3187.0,6.0,car,1,No
22320.0,46.0,male,free,moderate,little,14216.0,9.0,domestic appliances,1,No
22321.0,22.0,female,free,quite rich,rich,4973.0,49.0,car,0,Yes
22322.0,42.0,male,own,moderate,rich,19144.0,30.0,car,1,No
22323.0,30.0,female,own,moderate,moderate,5543.0,47.0,repairs,0,Yes
22324.0,41.0,female,rent,quite rich,rich,10354.0,30.0,radio/TV,0,Yes
22325.0,48.0,male,free,moderate,moderate,1257.0,28.0,radio/TV,0,Yes
22326.0,37.0,male,own,moderate,rich,6892.0,32.0,car,0,Yes
22327.0,72.0,female,rent,quite rich,little,19165.0,52.0,car,1,No
22328.0,25.0,female,own,moderate,moderate,18146.0,15.0,car,1,No
22329.0,26.0,male,rent,moderate,rich,10562.0,27.0,domestic appliances,0,Yes
22330.0,38.0,female,free,rich,little,6765.0,14.0,radio/TV,0,Yes
22331.0,68.0,male,rent,quite rich,moderate,12808.0,56.0,domestic appliances,1,No
22332.0,37.0,male,free,rich,moderate,9428.0,15.0,furniture/equipment,0,Yes
22333.0,32.0,female,free,moderate,moderate,5621.0,12.0,furniture/equipment,0,Yes
22334.0,43.0,male,free,quite rich,little,6070.0,34.0,repairs,0,Yes
22335.0,71.0,male,free,rich,moderate,19027.0,20.0,business,0,Yes
22336.0,59.0,female,rent,little,moderate,9166.0,14.0,furniture/equipment,0,Yes
22337.0,28.0,female,rent,quite rich,little,18978.0,27.0,domestic appliances,1,No
22338.0,54.0,female,own,moderate,moderate,5647.0,27.0,radio/TV,0,Yes
22339.0,58.0,female,rent,moderate,rich,2237.0,19.0,business,0,Yes
22340.0,28.0,female,free,quite rich,rich,9916.0,16.0,education,0,Yes
22341.0,44.0,female,own,quite rich,little,9878.0,14.0,repairs,1,No
22342.0,47.0,female,rent,little,moderate,11476.0,47.0,repairs,1,No
22343.0,36.0,female,free,rich,rich,15244.0,24.0,education,0,Yes
22344.0,51.0,female,own,moderate,rich,451.0,51.0,education,0,Yes
22345.0,55.0,male,rent,rich,rich,12422.0,58.0,business,1,No
22346.0,40.0,female,own,little,moderate,6415.0,7.0,domestic appliances,1,No
22347.0,70.0,male,rent,moderate,rich,15547.0,47.0,education,0,Yes
22348.0,18.0,female,rent,quite rich,little,7771.0,20.0,furniture/equipment,1,No
22349.0,20.0,female,own,moderate,moderate,17916.0,15.0,furniture/equipment,0,Yes
22350.0,20.0,male,own,moderate,moderate,7538.0,19.0,car,1,No
22351.0,45.0,male,own,moderate,moderate,7727.0,59.0,repairs,0,Yes
22352.0,31.0,male,free,moderate,moderate,10846.0,29.0,education,0,Yes
22353.0,69.0,male,free,little,moderate,19766.0,44.0,car,0,Yes
22354.0,47.0,female,own,moderate,little,12727.0,51.0,domestic appliances,0,Yes
22355.0,71.0,female,rent,quite rich,moderate,5935.0,54.0,business,1,No
22356.0,22.0,female,own,little,moderate,10483.0,9.0,radio/TV,0,Yes
22357.0,66.0,female,free,rich,rich,14691.0,25.0,furniture/equipment,1,No
22358.0,32.0,female,own,rich,rich,15108.0,28.0,education,0,Yes
22359.0,55.0,female,own,moderate,little,2303.0,48.0,education,1,No
22360.0,31.0,male,free,moderate,moderate,6865.0,18.0,repairs,0,Yes
22361.0,31.0,female,rent,rich,little,19537.0,25.0,car,0,Yes
22362.0,74.0,male,rent,quite rich,little,19331.0,43.0,business,0,Yes
22363.0,66.0,female,free,moderate,moderate,6740.0,48.0,domestic appliances,0,Yes
22364.0,25.0,female,free,moderate,moderate,7441.0,32.0,business,0,Yes
22365.0,25.0,male,own,little,moderate,19135.0,35.0,business,1,No
22366.0,36.0,female,rent,rich,moderate,4957.0,24.0,car,0,Yes
22367.0,49.0,female,rent,moderate,rich,14117.0,35.0,business,1,No
22368.0,48.0,male,free,moderate,moderate,15395.0,32.0,business,0,Yes
22369.0,46.0,male,rent,quite rich,moderate,3155.0,7.0,business,0,Yes
22370.0,58.0,female,free,moderate,moderate,10458.0,40.0,car,1,No
22371.0,28.0,male,rent,quite rich,little,4245.0,51.0,education,0,Yes
22372.0,62.0,male,rent,little,moderate,1854.0,45.0,car,0,Yes
22373.0,30.0,male,free,quite rich,moderate,12401.0,56.0,education,0,Yes
22374.0,44.0,female,own,rich,moderate,7385.0,57.0,radio/TV,0,Yes
22375.0,73.0,male,own,rich,moderate,6053.0,19.0,business,0,Yes
22376.0,36.0,female,rent,moderate,moderate,7508.0,8.0,furniture/equipment,1,No
22377.0,43.0,male,own,moderate,little,17038.0,38.0,domestic appliances,1,No
22378.0,70.0,male,rent,moderate,rich,4367.0,58.0,domestic appliances,0,Yes
22379.0,68.0,male,own,little,moderate,19248.0,56.0,domestic appliances,0,Yes
22380.0,54.0,male,own,moderate,rich,6662.0,43.0,radio/TV,0,Yes
22381.0,65.0,female,rent,quite rich,moderate,4541.0,7.0,radio/TV,0,Yes
22382.0,26.0,female,own,moderate,rich,19310.0,45.0,domestic appliances,1,No
22383.0,45.0,female,free,rich,moderate,14150.0,6.0,car,0,Yes
22384.0,49.0,male,own,rich,moderate,19349.0,35.0,radio/TV,1,No
22385.0,69.0,male,rent,moderate,little,3148.0,22.0,domestic appliances,1,No
22386.0,71.0,male,own,moderate,little,18576.0,52.0,radio/TV,1,No
22387.0,20.0,female,free,rich,rich,9404.0,15.0,business,0,Yes
22388.0,68.0,male,free,rich,little,6165.0,37.0,domestic appliances,0,Yes
22389.0,49.0,male,own,little,rich,13965.0,57.0,furniture/equipment,1,No
22390.0,22.0,female,rent,rich,moderate,5079.0,55.0,car,1,No
22391.0,25.0,male,free,quite rich,moderate,1069.0,39.0,business,0,Yes
22392.0,31.0,female,free,moderate,moderate,3454.0,21.0,car,0,Yes
22393.0,73.0,female,rent,moderate,little,14347.0,18.0,radio/TV,1,No
22394.0,20.0,female,free,quite rich,moderate,5061.0,31.0,education,0,Yes
22395.0,41.0,male,free,little,moderate,6975.0,44.0,business,1,No
22396.0,30.0,male,free,little,little,4109.0,16.0,furniture/equipment,0,Yes
22397.0,60.0,male,rent,little,moderate,1465.0,30.0,business,1,No
22398.0,46.0,female,free,quite rich,moderate,13420.0,40.0,radio/TV,0,Yes
22399.0,25.0,male,rent,moderate,moderate,4269.0,53.0,furniture/equipment,0,Yes
22400.0,68.0,female,free,moderate,rich,3920.0,50.0,education,1,No
22401.0,59.0,female,free,quite rich,rich,5767.0,29.0,car,1,No
22402.0,48.0,male,free,little,moderate,11644.0,12.0,car,0,Yes
22403.0,43.0,male,rent,moderate,rich,11675.0,53.0,domestic appliances,1,No
22404.0,35.0,female,free,quite rich,moderate,5430.0,34.0,repairs,0,Yes
22405.0,35.0,female,own,rich,moderate,11704.0,28.0,radio/TV,0,Yes
22406.0,74.0,male,rent,moderate,moderate,18289.0,20.0,furniture/equipment,0,Yes
22407.0,24.0,male,rent,moderate,moderate,597.0,21.0,car,0,Yes
22408.0,65.0,female,own,little,little,523.0,59.0,car,1,No
22409.0,55.0,female,own,rich,moderate,2528.0,31.0,radio/TV,0,Yes
22410.0,65.0,male,free,little,moderate,2410.0,44.0,domestic appliances,0,Yes
22411.0,33.0,female,rent,rich,moderate,17103.0,59.0,furniture/equipment,1,No
22412.0,72.0,male,rent,moderate,moderate,504.0,59.0,car,0,Yes
22413.0,73.0,male,own,rich,moderate,15334.0,22.0,furniture/equipment,0,Yes
22414.0,50.0,female,own,moderate,rich,1441.0,47.0,business,0,Yes
22415.0,73.0,female,own,moderate,little,7729.0,32.0,radio/TV,1,No
22416.0,68.0,male,own,little,moderate,1546.0,16.0,radio/TV,0,Yes
22417.0,20.0,female,free,moderate,moderate,436.0,56.0,repairs,0,Yes
22418.0,55.0,male,own,little,rich,4528.0,30.0,domestic appliances,0,Yes
22419.0,21.0,female,rent,rich,moderate,736.0,39.0,car,0,Yes
22420.0,53.0,female,own,moderate,rich,15038.0,26.0,domestic appliances,1,No
22421.0,21.0,female,free,quite rich,rich,11023.0,33.0,business,0,Yes
22422.0,59.0,female,rent,rich,rich,2935.0,44.0,radio/TV,0,Yes
22423.0,26.0,male,own,moderate,little,12745.0,37.0,furniture/equipment,1,No
22424.0,57.0,male,free,rich,little,3686.0,8.0,business,1,No
22425.0,68.0,male,rent,moderate,little,10932.0,8.0,business,1,No
22426.0,34.0,female,free,rich,rich,1575.0,45.0,domestic appliances,0,Yes
22427.0,34.0,male,own,rich,little,935.0,44.0,repairs,0,Yes
22428.0,50.0,female,rent,moderate,rich,13743.0,26.0,domestic appliances,0,Yes
22429.0,37.0,female,rent,moderate,rich,16731.0,38.0,radio/TV,0,Yes
22430.0,31.0,male,rent,moderate,moderate,14662.0,6.0,education,0,Yes
22431.0,39.0,male,free,rich,moderate,16750.0,52.0,repairs,0,Yes
22432.0,69.0,female,rent,rich,rich,16758.0,18.0,repairs,1,No
22433.0,44.0,female,own,moderate,little,8286.0,50.0,repairs,1,No
22434.0,60.0,female,own,moderate,rich,1039.0,24.0,car,1,No
22435.0,20.0,female,free,quite rich,moderate,8846.0,25.0,radio/TV,0,Yes
22436.0,41.0,female,free,moderate,moderate,1399.0,50.0,business,0,Yes
22437.0,47.0,female,rent,rich,rich,3865.0,50.0,education,0,Yes
22438.0,25.0,male,own,little,moderate,7182.0,43.0,repairs,1,No
22439.0,39.0,male,rent,moderate,rich,2345.0,55.0,business,0,Yes
22440.0,42.0,female,free,quite rich,moderate,13211.0,11.0,domestic appliances,0,Yes
22441.0,27.0,male,own,little,rich,7114.0,30.0,education,1,No
22442.0,66.0,male,rent,moderate,little,18470.0,20.0,domestic appliances,1,No
22443.0,46.0,male,own,little,little,3252.0,16.0,domestic appliances,0,Yes
22444.0,57.0,male,own,rich,moderate,10804.0,42.0,radio/TV,0,Yes
22445.0,71.0,male,free,rich,rich,4021.0,59.0,domestic appliances,1,No
22446.0,18.0,male,rent,quite rich,moderate,7073.0,15.0,repairs,0,Yes
22447.0,69.0,male,free,moderate,little,337.0,33.0,radio/TV,0,Yes
22448.0,38.0,male,own,little,moderate,17249.0,30.0,business,0,Yes
22449.0,56.0,female,free,quite rich,rich,16123.0,21.0,business,0,Yes
22450.0,41.0,male,free,moderate,moderate,18698.0,29.0,domestic appliances,1,No
22451.0,26.0,female,rent,rich,moderate,14616.0,48.0,radio/TV,0,Yes
22452.0,61.0,male,rent,moderate,rich,19062.0,49.0,education,0,Yes
22453.0,71.0,female,rent,moderate,little,18686.0,39.0,repairs,0,Yes
22454.0,43.0,female,own,little,little,1712.0,19.0,education,0,Yes
22455.0,26.0,male,own,quite rich,moderate,5824.0,28.0,repairs,0,Yes
22456.0,37.0,female,rent,moderate,moderate,10942.0,9.0,education,0,Yes
22457.0,73.0,male,own,little,moderate,19117.0,59.0,repairs,0,Yes
22458.0,52.0,male,own,rich,rich,16712.0,34.0,domestic appliances,0,Yes
22459.0,53.0,male,rent,moderate,rich,6658.0,45.0,repairs,0,Yes
22460.0,59.0,male,own,moderate,rich,1398.0,24.0,business,0,Yes
22461.0,53.0,female,free,quite rich,moderate,1570.0,11.0,repairs,0,Yes
22462.0,71.0,male,rent,quite rich,moderate,893.0,48.0,education,0,Yes
22463.0,26.0,female,free,quite rich,moderate,17889.0,29.0,education,0,Yes
22464.0,39.0,female,free,moderate,moderate,17644.0,17.0,car,0,Yes
22465.0,18.0,male,free,moderate,rich,5543.0,36.0,furniture/equipment,1,No
22466.0,22.0,female,free,rich,rich,1912.0,58.0,furniture/equipment,0,Yes
22467.0,26.0,female,free,moderate,moderate,7865.0,13.0,repairs,0,Yes
22468.0,54.0,female,rent,moderate,moderate,9340.0,51.0,repairs,0,Yes
22469.0,55.0,male,own,moderate,moderate,9511.0,9.0,repairs,0,Yes
22470.0,36.0,female,own,moderate,little,6354.0,14.0,car,0,Yes
22471.0,25.0,male,rent,rich,moderate,2558.0,23.0,furniture/equipment,0,Yes
22472.0,59.0,male,own,little,moderate,15413.0,50.0,repairs,0,Yes
22473.0,60.0,male,own,quite rich,moderate,3198.0,40.0,furniture/equipment,0,Yes
22474.0,49.0,male,own,little,moderate,10022.0,40.0,education,0,Yes
22475.0,30.0,female,own,moderate,rich,10387.0,40.0,car,0,Yes
22476.0,37.0,female,free,moderate,moderate,18170.0,37.0,repairs,1,No
22477.0,53.0,female,own,quite rich,moderate,16183.0,26.0,radio/TV,0,Yes
22478.0,60.0,male,own,rich,moderate,18696.0,26.0,car,0,Yes
22479.0,61.0,male,own,moderate,little,6723.0,17.0,radio/TV,1,No
22480.0,54.0,male,free,little,moderate,4185.0,58.0,domestic appliances,0,Yes
22481.0,47.0,female,own,little,moderate,18840.0,35.0,business,1,No
22482.0,27.0,male,rent,moderate,rich,329.0,59.0,business,0,Yes
22483.0,48.0,female,own,rich,little,18624.0,37.0,education,1,No
22484.0,42.0,female,rent,moderate,rich,3451.0,26.0,domestic appliances,0,Yes
22485.0,46.0,male,free,rich,rich,14300.0,39.0,education,0,Yes
22486.0,41.0,male,free,rich,moderate,6389.0,54.0,education,0,Yes
22487.0,56.0,female,own,quite rich,moderate,19171.0,7.0,car,0,Yes
22488.0,38.0,female,own,rich,moderate,11978.0,45.0,furniture/equipment,0,Yes
22489.0,58.0,male,own,little,little,5746.0,10.0,repairs,0,Yes
22490.0,26.0,male,own,little,moderate,9975.0,49.0,education,0,Yes
22491.0,59.0,male,free,little,rich,1121.0,14.0,education,1,No
22492.0,59.0,male,own,little,moderate,13186.0,43.0,domestic appliances,0,Yes
22493.0,19.0,female,own,moderate,moderate,3924.0,57.0,repairs,0,Yes
22494.0,21.0,male,own,quite rich,moderate,4975.0,34.0,education,0,Yes
22495.0,25.0,female,own,moderate,little,7387.0,42.0,education,0,Yes
22496.0,49.0,male,own,moderate,moderate,11401.0,49.0,repairs,0,Yes
22497.0,31.0,male,free,moderate,rich,16500.0,29.0,domestic appliances,0,Yes
22498.0,66.0,female,free,moderate,little,2581.0,18.0,furniture/equipment,0,Yes
22499.0,30.0,male,own,moderate,rich,1311.0,18.0,domestic appliances,0,Yes
22500.0,38.0,female,own,moderate,moderate,6975.0,40.0,education,0,Yes
22501.0,41.0,male,rent,moderate,rich,7097.0,16.0,domestic appliances,1,No
22502.0,67.0,female,rent,quite rich,rich,2020.0,56.0,business,0,Yes
22503.0,35.0,female,own,rich,rich,19818.0,51.0,domestic appliances,0,Yes
22504.0,62.0,female,own,rich,rich,3205.0,33.0,repairs,0,Yes
22505.0,57.0,male,rent,moderate,little,4021.0,43.0,furniture/equipment,0,Yes
22506.0,43.0,female,rent,little,little,13819.0,21.0,education,1,No
22507.0,49.0,female,own,quite rich,little,16199.0,29.0,repairs,0,Yes
22508.0,61.0,male,free,little,little,10931.0,23.0,business,1,No
22509.0,74.0,female,free,quite rich,little,5508.0,58.0,domestic appliances,1,No
22510.0,72.0,female,free,little,little,15157.0,11.0,car,1,No
22511.0,73.0,male,rent,moderate,rich,5667.0,6.0,furniture/equipment,0,Yes
22512.0,70.0,male,rent,moderate,little,16041.0,31.0,repairs,0,Yes
22513.0,50.0,male,own,quite rich,moderate,6833.0,33.0,car,0,Yes
22514.0,69.0,female,own,moderate,little,18856.0,35.0,car,1,No
22515.0,48.0,female,own,quite rich,moderate,1445.0,6.0,repairs,0,Yes
22516.0,35.0,female,own,moderate,moderate,10679.0,52.0,business,0,Yes
22517.0,52.0,male,free,rich,little,2838.0,42.0,car,0,Yes
22518.0,29.0,male,rent,moderate,moderate,16351.0,35.0,domestic appliances,1,No
22519.0,68.0,female,rent,little,little,4153.0,48.0,education,1,No
22520.0,42.0,female,rent,moderate,little,17239.0,17.0,car,1,No
22521.0,62.0,male,rent,quite rich,moderate,3692.0,7.0,radio/TV,0,Yes
22522.0,48.0,female,free,rich,moderate,15411.0,7.0,repairs,0,Yes
22523.0,27.0,female,own,quite rich,little,9811.0,44.0,furniture/equipment,1,No
22524.0,64.0,male,rent,moderate,rich,5918.0,32.0,car,0,Yes
22525.0,69.0,female,rent,rich,moderate,17422.0,25.0,repairs,1,No
22526.0,51.0,male,rent,little,moderate,5697.0,33.0,radio/TV,0,Yes
22527.0,68.0,female,own,quite rich,moderate,891.0,58.0,radio/TV,0,Yes
22528.0,20.0,female,rent,little,little,14220.0,54.0,repairs,1,No
22529.0,63.0,female,own,moderate,moderate,9241.0,16.0,education,0,Yes
22530.0,56.0,female,free,quite rich,moderate,1520.0,50.0,repairs,1,No
22531.0,25.0,male,rent,quite rich,rich,14426.0,50.0,repairs,0,Yes
22532.0,49.0,male,own,quite rich,rich,2794.0,12.0,domestic appliances,0,Yes
22533.0,60.0,female,own,rich,little,18256.0,57.0,business,1,No
22534.0,46.0,female,rent,quite rich,rich,11303.0,43.0,furniture/equipment,0,Yes
22535.0,39.0,female,rent,rich,little,7071.0,44.0,furniture/equipment,0,Yes
22536.0,37.0,male,own,moderate,little,5159.0,17.0,car,1,No
22537.0,23.0,female,rent,quite rich,little,8344.0,45.0,car,0,Yes
22538.0,60.0,male,free,moderate,rich,5635.0,51.0,radio/TV,0,Yes
22539.0,66.0,male,own,little,rich,18869.0,45.0,business,1,No
22540.0,46.0,female,own,moderate,moderate,5373.0,15.0,repairs,0,Yes
22541.0,59.0,male,rent,quite rich,moderate,7226.0,34.0,furniture/equipment,0,Yes
22542.0,73.0,male,own,little,moderate,9010.0,54.0,business,1,No
22543.0,34.0,male,rent,moderate,moderate,683.0,22.0,domestic appliances,0,Yes
22544.0,48.0,male,rent,rich,little,14906.0,53.0,car,0,Yes
22545.0,70.0,male,rent,rich,moderate,19638.0,30.0,furniture/equipment,0,Yes
22546.0,51.0,male,own,moderate,moderate,8414.0,7.0,furniture/equipment,0,Yes
22547.0,55.0,male,rent,little,moderate,2890.0,46.0,radio/TV,1,No
22548.0,74.0,male,rent,quite rich,moderate,15521.0,41.0,business,0,Yes
22549.0,54.0,male,rent,little,moderate,19754.0,23.0,furniture/equipment,1,No
22550.0,21.0,male,rent,rich,little,10545.0,8.0,domestic appliances,1,No
22551.0,19.0,male,rent,quite rich,little,2001.0,50.0,business,1,No
22552.0,29.0,female,own,moderate,moderate,2806.0,7.0,business,0,Yes
22553.0,52.0,male,rent,moderate,little,19605.0,39.0,furniture/equipment,1,No
22554.0,23.0,female,free,moderate,rich,18650.0,26.0,radio/TV,0,Yes
22555.0,73.0,female,free,moderate,little,3020.0,41.0,radio/TV,0,Yes
22556.0,63.0,female,free,moderate,moderate,8279.0,57.0,business,1,No
22557.0,25.0,female,own,moderate,moderate,15278.0,30.0,repairs,0,Yes
22558.0,38.0,male,own,rich,rich,4512.0,47.0,furniture/equipment,0,Yes
22559.0,70.0,male,own,rich,rich,11958.0,21.0,business,0,Yes
22560.0,63.0,male,own,moderate,little,12298.0,59.0,domestic appliances,0,Yes
22561.0,52.0,female,rent,quite rich,little,524.0,46.0,business,0,Yes
22562.0,65.0,male,free,moderate,moderate,11279.0,59.0,repairs,0,Yes
22563.0,32.0,female,free,little,moderate,4288.0,13.0,business,0,Yes
22564.0,24.0,female,rent,little,moderate,15764.0,58.0,repairs,1,No
22565.0,32.0,female,own,moderate,rich,2487.0,18.0,repairs,0,Yes
22566.0,62.0,female,rent,moderate,rich,4012.0,29.0,car,1,No
